name,address,site_url,diocese,category,parish_list_url
Father Purcell Memorial Center for Exceptional Children,"Montgomery, AL",https://fatherpurcell.org/,Archdiocese of Mobile,Sunday Mass Schedule,https://mobarch.org/parishfinder
Holy Spirit Catholic Parish,"Montgomery, AL",https://holyspiritmgm.org/,Archdiocese of Mobile,Sunday Mass Schedule,https://mobarch.org/parishfinder
Blessed Francis Xavier Seelos Parish,"31122 US Hwy 31, Spanish Fort, AL, 36527",https://francisxseelos.org/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
Chapel of Our Lady of Bon Secour,"17266 County Road 49 South, Bon Secour, AL, 36511",https://www.stjohnms.com/our-lady-of-bon-secour,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
Christ the King Catholic Church,"711 College Avenue, Daphne, AL, 36526",https://ctkdaphne.org/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
Our Lady of the Gulf Catholic Church,"308 E. 22nd Avenue, Gulf Shores, AL, 36542",https://olgal.org/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
Shrine of the Holy Cross & St. John Mission,"612 Main Street, Daphne, AL, 36526",https://shrineoftheholycross.org/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St Robert Bellarmine Catholic Church,"600 S Main St, Atmore, AL, 36502",https://strobertatmore.com/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Agatha Parish,"1001 Hand Ave, Bay Minette, AL, 36507",https://stagathabm.com/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Bartholomew,"12795 Illinois Street, Elberta, AL, 36530",https://stbartselberta.org/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. John the Baptist Parish,"10800 St. John's Lane, Magnolia Springs, AL, 36535",https://www.stjohnms.com/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Joseph Catholic Church,"12688 Santa Piedro Street, Lillian, AL, 36549",https://saint-josephs.org/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Lawrence Parish,"370 South Section St, Fairhope, AL, 36532",http://www.stlawrencefairhope.com,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Margaret of Scotland Parish,"601 W. Laurel Avenue, Foley, AL, 36535",http://www.stmargaretofscotlandfoley.org,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Maurice Parish,"202 East Jackson Street, Brewton, AL, 36426",,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Patrick Parish,"23035 State Highway 59 North, Robertsdale, AL, 36567",https://stpatcatholic.com/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
St. Thomas by the Sea Catholic Church,"26547 Perdido Beach Blvd, Orange Beach, AL, 36561",https://stthomasbythesea.com/,Archdiocese of Mobile,Baldwin/Escambia Deanery,https://mobarch.org/parishfinder
Christ the King Parish,"508 Sanford Road, Andalusia, AL, 36420",https://www.ctkandalusia.com/,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
Holy Redeemer Parish,"515 W. Broad Street, Eufaula, AL, 36027",,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
Our Lady of Guadalupe Mission,"1022 Brundidge St., Clio, AL, 36017",https://holytrinityal.org/our-lady-of-guadalupe.html,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. Columba Catholic Church,"2700 W. Main St, Dothan, AL, 36301",https://stcolumbacatholic.com/,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. John Parish,"475 Camilla Avenue, Ozark, AL, 36361",https://sjccozark.weconnect.com/,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. John the Evangelist Parish,"123 Heath Street, Enterprise, AL, 36330-1915",http://www.stjohnenterprise.org,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. Joseph Parish,"1444 Hwy 165, Fort Mitchell, AL, 36856",http://www.holytrinityal.org,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. Martin of Tours Parish,"725 Elba Highway, Troy, AL, 36079",https://www.stmartintroy.com/,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. Mary Mission,"100 S. Commerce Street, Geneva, AL, 36340",,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
St. Pius X Mission,"308 Kennon Street, Union Springs, AL, 36089",,Archdiocese of Mobile,Dothan Deanery,https://mobarch.org/parishfinder
Annunciation Parish,"Monroeville, AL",https://annunciationmonroeville.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Cathedral-Basilica of the Immaculate Conception,"2 South Claiborne Street, Mobile, AL, 36602",https://mobilecathedral.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Corpus Christi Parish,"6300 McKenna Dr, Mobile, AL, 36608",https://corpuschristiparish.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Holy Family Parish,"1400 Joyce Road, Mobile, AL, 36618",https://holyfamilymobile.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Holy Name of Jesus Parish,"2275 Snow Road North, Semmes, AL, 36575",https://www.hnjcatholic.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Little Flower Parish,"2053 Government Street, Mobile, AL, 36606",https://littleflowermobile.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Most Pure Heart of Mary Catholic Church,"304 Sengstak Street, Mobile, AL, 36603",https://mostpureheartofmarymobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Our Lady of Lourdes Parish,"1621 Boykin Blvd, Mobile, AL, 36605",https://ourladyoflourdesparish.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Our Lady of Sorrows Mission,"1733 Little Chestang Road, Fairford, AL, 36553",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Our Mother of Mercy Parish,"805 East Street, Plateau, AL, 36610",https://ourmotherofmercymobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Our Savior Parish,"1801 Cody Road South, Mobile, AL, 36695",https://oursaviorparish.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Prince of Peace Parish,"454 Charleston Street, Mobile, AL, 36603",https://popcatholicmobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Sacred Heart of Jesus Catholic Student Center (USA),"6051 Old Shell Road, Mobile, AL, 36608",https://csajags.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Sacred Heart Parish,"19730 Highway 43, Grove Hill, AL, 36451",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Bridget Parish,"3625 West Main Street, Whistler, AL, 36612",https://stthomastheapostlecatholicchurch.com/wordpress/st-bridget/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Catherine of Siena Catholic Church,"2605 Springhill Avenue, Mobile, AL, 36607",https://stcatherinemobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Cecilia Parish,"1305 Military Road, Mt. Vernon, AL, 36560",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Dominic Parish,"4156 Burma Road, Mobile, AL, 36693",http://www.stdominicmobile.org,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Edmund By the Sea Parish,"823 Cadillac Avenue, Dauphin Island, AL, 36528",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Francis Xavier Parish,"2034 St Stephens Road, Mobile, AL, 36617",https://stfrancisxaviermobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Ignatius Parish,"3704 Springhill Avenue, Mobile, AL, 36608",https://stignatiusmobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. James Major Parish,"714 N College St, Prichard, AL, 36610",https://stjamesmajor.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Joan of Arc Parish,"1260 Elmira Street, Mobile, AL, 36604",http://www.stjoanofarcmobile.com,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. John the Baptist Catholic Church,"12450 Hwy 188, Grand Bay, AL, 36541",https://stjohngrandbay.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. John the Evangelist Parish,"401 E. Pushmataha Street, Butler, AL",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Joseph Mission,"302 Whiskey Run Road, Camden, AL, 36726",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Joseph Parish (Maysville),"1703 Dublin Street, Mobile, AL, 36605",http://www.stjosephmaysville.org,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Margaret Parish,"13790 S. Wintzell Ave, Bayou La Batre, AL, 36509",https://stmargaretbayoulabatre.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Mary Parish,"106 Providence Street, Mobile, AL, 36604",http://www.stmarymobile.org,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Matthew Catholic Parish,"Mobile, AL",https://stmatthewsmobile.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Michael Mission,"15872 Heron Bay Loop Road E., Coden, AL, 36523",https://stsphilipandmichael.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Monica Parish,"1131 Dauphin Island Pkwy, Mobile, AL, 36605",https://stmonicamobile.org/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Peter the Apostle Parish & Our Lady of Sorrows Mission,"16650 Highway 43, Chastang, AL, 36560",https://stpetertheapostlechurch.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Philip Neri Parish,"9101 Dauphin Island Pkwy, Theodore, AL, 36582",https://stsphilipandmichael.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Pius X Parish,"217 S Sage Avenue, Mobile, AL, 36606",http://spxmobile.com,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Rose Of Lima Parish,"2951 Durette Avenue, Coden, AL, 36523",http://www.stroseonmonlouis.com,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Theresa Catholic Church,"1875 Coy Smith Highway, West Mount Vernon, AL, 36560",https://sttheresacatholic.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Thomas Aquinas Parish,"8025 State Street, Citronelle, AL, 36522",,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Thomas the Apostle Parish,"251 N. Craft Hwy, Chickasaw, AL, 36611",http://stthomastheapostlecatholicchurch.com,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
St. Vincent de Paul Parish,"4980 St. Vincent Drive, Mobile, AL, 36619",https://svdpmobile.com/,Archdiocese of Mobile,Mobile Deanery,https://mobarch.org/parishfinder
Auburn+Catholic Campus Ministry,"115 Mitcham Avenue, Auburn, AL, 36830",https://aucatholic.org/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
City of St. Jude,"2048 W Fairview Avenue, Montgomery, AL, 36108",http://www.cityofstjude.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Holy Spirit Parish,"8570 Vaughn Road, Montgomery, AL, 36117",http://www.holyspiritmgm.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Immaculate Conception,"13663 Alabama Hwy 22 W, Orrville, AL",https://icorrville.com/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Our Lady of Guadalupe Parish,"545 White Road, Wetumpka, AL, 36092",http://ologchurch.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Our Lady Queen of Mercy Catholic Church,"4421 Narrow Lane Road, Montgomery, AL, 36116",https://olqm.org/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Our Lady Queen of Peace,"309 Washington Street, Selma, AL",https://qpselma.com/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Resurrection Parish,"2815 Forbes Road, Montgomery, AL, 36110",http://www.rcmsouth.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Saint Michael the Archangel Parish,"1100 North College Street, Auburn, AL, 36830",https://stmichaelsauburn.com/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St Joseph,"Tuskegee, AL",https://stjoseph-tuskegee.org/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St Vincent De Paul Catholic Parish,"Tallassee, AL",https://stvincent-tallassee.com/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Andrew Kim Taegon Parish,"433 Clayton Street, Montgomery, AL, 36104",,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Bede the Venerable Parish,"3870 Atlanta Hwy, Montgomery, AL, 36109",http://stbede.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Elizabeth Parish,"407 E Walnut Street, Greenville, AL, 36037",,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. John the Baptist Parish,"543 S Union Street, Montgomery, AL, 36104",,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Joseph Parish,"511 North Memorial Drive, Prattville, AL, 36067",http://www.stjosephprattville.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Mary Catholic Church,"1000 Fourth Avenue, Opelika, AL, 36801",https://stmaryopelika.org/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Peter Catholic Parish,"219 Adams Avenue, Montgomery, AL, 36104",https://stpetermontgomery.com/,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
St. Vincent De Paul Parish,"620 Gilmer Avenue, Tallassee, AL, 36078",http://stvincent-tallassee.org,Archdiocese of Mobile,Montgomery Deanery,https://mobarch.org/parishfinder
Corpus Christi,"32015 State Hwy. 75, Oneonta, Alabama, 35121",,Diocese of Birmingham,Blount County,https://www.bhmdiocese.org/parishfinder
All Saints Catholic Church,"1112 West 15th Street, Anniston, Alabama, 36201",,Diocese of Birmingham,Calhoun County,https://www.bhmdiocese.org/parishfinder
Sacred Heart of Jesus,"1301 Golden Springs Rd., Anniston, Alabama, 36207",https://sacredheartanniston.org,Diocese of Birmingham,Calhoun County,https://www.bhmdiocese.org/parishfinder
St. Charles Borromeo,"308 7th Street Northeast, Jacksonville, Alabama, 36265",https://stcharlescatholicchurch.com,Diocese of Birmingham,Calhoun County,https://www.bhmdiocese.org/parishfinder
St. Joachim,"555 Babbling Brook Road, Piedmont, Alabama, 36272",https://stcharlescatholicchurch.com,Diocese of Birmingham,Calhoun County,https://www.bhmdiocese.org/parishfinder
Holy Family,"705 N. 3rd Ave, Lanett, Alabama, 36863",,Diocese of Birmingham,Chambers County,https://www.bhmdiocese.org/parishfinder
St. Michael the Archangel,"165 Plaza Dr., Centre, Alabama, 35960",https://stmichaelcatholicchurchdotcom.wordpress.com/,Diocese of Birmingham,Cherokee County,https://www.bhmdiocese.org/parishfinder
Resurrection,"300 1st Ave., Clanton, Alabama, 35045",https://resurrection-catholic-church.com/,Diocese of Birmingham,Chilton County,https://www.bhmdiocese.org/parishfinder
St. Mark,"460 Country Club Rd., Ashland, Alabama, 36251",,Diocese of Birmingham,Clay County,https://www.bhmdiocese.org/parishfinder
Our Lady of Shoals,"200 East Commons St. North, Tuscumbia, Alabama, 35674",,Diocese of Birmingham,Colbert County,https://www.bhmdiocese.org/parishfinder
Sacred Heart of Jesus,"112 Second Ave. Southeast, Cullman, Alabama, 35055",https://sacredheartchurchcullman.org,Diocese of Birmingham,Cullman County,https://www.bhmdiocese.org/parishfinder
St. Boniface,"301 Blountsville St.Northeast, Hanceville, Alabama, 35077",https://sacredheartchurchcullman.org,Diocese of Birmingham,Cullman County,https://www.bhmdiocese.org/parishfinder
Our Lady of the Valley,"2910 Gault Ave. North, Fort Payne, Alabama, 35967",https://olvfortpayne.com,Diocese of Birmingham,DeKalb County,https://www.bhmdiocese.org/parishfinder
St.James,"622 Chestnut Street, Gadsden, Alabama, 35904",https://www.sjccgadsden.org/,Diocese of Birmingham,Etowah County,https://www.bhmdiocese.org/parishfinder
Holy Family,"423 19th Street Northwest, Fayette, Alabama, 35555",,Diocese of Birmingham,Fayette County,https://www.bhmdiocese.org/parishfinder
Good Shepherd,"1700 North Jackson Ave., Russellville, Alabama, 35653",,Diocese of Birmingham,Franklin County,https://www.bhmdiocese.org/parishfinder
St. Mary,"347 Wilson Ave., Eutaw, Alabama, 35462",,Diocese of Birmingham,Greene County,https://www.bhmdiocese.org/parishfinder
St.Jude,"17205 Hwy.35, Scottsboro, Alabama, 35768",,Diocese of Birmingham,Jackson County,https://www.bhmdiocese.org/parishfinder
Blessed Sacrament,"1460 Pearson Avenue, S.W, Birmingham, Alabama, 35211",http://www.myblessedsacrament.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Cathedral of St. Paul,"2120 3rd Avenue North, Birmingham, Alabama, 35203",http://www.stpaulsbhm.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Holy Family,"1910 19th Street, Ensley, Alabama, 35218",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Holy Infant of Prague,"8090 Gadsden Hwy., Trussville, Alabama, 35173",https://www.hiopcc.org/,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Holy Rosary,"7414 Georgia Rd., Birmingham, Alabama, 35212",https://www.holyrosarybirmingham.org/,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Our Lady of Fatima,"708 1st St.South, Birmingham, Alabama, 35205",https://olfbirmingham.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Our Lady of La Vang-Vietnamese Parish@ St.John Bosco Church,"5224 1st Ave. N., Birmingham, Alabama, 35212",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Our Lady of Lourdes,"980 Huffman Rd., Birmingham, Alabama, 35215",https://OLLCatholicChurch.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Our Lady of Sorrows,"1730 Oxmoor Rd., Birmingham, Alabama, 35209",http://www.ourladyofsorrows.com/,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Our Lady Queen of the Universe,"961 Center Street North, Birmingham, Alabama, 35204",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Prince of Peace,"4600 Preserve Parkkway, Birmingham, Alabama, 35226",https://popcatholic.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
Sacred Heart of Jesus,"3401 27th Court North, Birmingham, Alabama, 35207",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Barnabas,"7921 1st Ave. North, Birmingham, Alabama, 35206",https://stbarnabasbhm.com/,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Elias(Maronite Rite),"836 8th Street South, Birmingham, Alabama, 35205-4567",https://stelias.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Francis of Assisi,"2400 7th Ave. North, Bessemer, Alabama, 35020",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Francis Xavier,"2 Xavier Circle, Birmingham, Alabama, 35213",https://sfxbirmingham.com,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. George the Great Martyr(Melkite Rite),"425 16th Ave. South, Birmingham, Alabama, 35205",https://saintgeorgeonline.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Joseph,"3020 Ave.K Ensley, Birmingham, Alabama, 35218",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Luke Hwang,"759 Valley Street, Birmingham, Alabama, 35226",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Mary,"6101 Dr. Martin Luther King Jr. Drive, Fairfield, Alabama, 35064",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Patrick,"301 Shamrock Trail, Adamsville, Alabama, 35005",http://www.saintpatrickcc.com/,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Stanislaus,"904 Indiana Street Wylam, Birmingham, Alabama, 35224",,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Stephen the Martyr Catholic University Chapel,"1515 12th Avenue South, Birmingham, Alabama, 35205",https://ststsbhm.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Theresa of the Child Jesus,"P.O. Box 525, Leeds, Alabama, 35094",https://sttheresaleeds.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St.Aloysius,"751 Academy Dr., Bessemer, Alabama, 35020",https:// staloysiuscc.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St.Elizabeth Ann Seton,"334 Main St., Gardendale, Alabama, 35071",https://seagardendale.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St.Henry,"221 5th Street, Warrior, Alabama, 35071",https://sthenrywarrior.org,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St.Peter the Apostle,"2061 Patton Chapel Rd., Birmingham, Alabama, 35216",https://stpeterapostle.com,Diocese of Birmingham,Jefferson County,https://www.bhmdiocese.org/parishfinder
St. Joseph,"203 Plum Street, Florence, Alabama, 35630",,Diocese of Birmingham,Lauderdale County,https://www.bhmdiocese.org/parishfinder
St. Michael's,"2751 Country Road 30, Florence, Alabama, 35634",,Diocese of Birmingham,Lauderdale County,https://www.bhmdiocese.org/parishfinder
Resurrection Catholic Chapel,"16335 Court Street, Moulton, Alabama, 35650",https://www.moultoncatholics.org,Diocese of Birmingham,Lawrence County,https://www.bhmdiocese.org/parishfinder
Most Merciful Jesus,"10509 Segers Rd., Madison, Alabama, 35756",http://mostmercifuljesuschurch.org,Diocese of Birmingham,Limestone County,https://www.bhmdiocese.org/parishfinder
St. Paul,"1900 Hwy 72 West, Athens, Alabama, 35611",https://stpaulcatholicchurchathens.org,Diocese of Birmingham,Limestone County,https://www.bhmdiocese.org/parishfinder
Good Shepherd,"13550 Chaney Thompson Rd.Southeast, Huntsville, Alabama, 35803-2326",https://goodshephsv.org,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
Holy Spirit,"625 Airport Rd.Southwest, Huntsville, Alabama, 3582",https://holyspirithsv.com/,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
Huntsville Korean Community,"625 Airport Rd. Southwest, Huntsville, Alabama, 35802",,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
Our Lady Queen of the Universe,"2421 Shady Lane Drive, Northwest, Huntsville, Alabama, 35810",http:// olqu.org,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
"Our Lady, Help of Christians","1201 Kingsbury Ave., Huntsville, Alabama, 35801",https://ourladyhelpofchristians-al.org,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
St. John the Baptist,"1055 Hughes Road, Madison, Alabama, 35758",,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
St. Joseph,"2300 Beasley Ave., Huntsville, Alabama, 35816",https://saintjosephcc.com,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
St. Mary of the Visitation,"222 Jefferson Street North, Huntsville, Alabama, 35801",https://smvparish.org,Diocese of Birmingham,Madison County,https://www.bhmdiocese.org/parishfinder
St. Leo the Great,"309 South Main Street, Demopolis, Alabama, 36732",,Diocese of Birmingham,Marengo County,https://www.bhmdiocese.org/parishfinder
Holy Spirit,"2710 US Hwy 43 North, Winfield, Alabama, 35594",http://our3churches.com,Diocese of Birmingham,Marion County,https://www.bhmdiocese.org/parishfinder
Chapel of the Holy Cross,"1534 Whitesville Rd., Albertville, Alabama, 35950",https://st.williamchurch.com,Diocese of Birmingham,Marshall County,https://www.bhmdiocese.org/parishfinder
St. William,"929 Gunter Avenue, Guntersville, Alabama, 35976",https://stwilliamchurch.com,Diocese of Birmingham,Marshall County,https://www.bhmdiocese.org/parishfinder
Annunciation of the Lord,"3910 Spring Avenue Southwest, Decatur, Alabama, 35603",http://annunlord.com,Diocese of Birmingham,Morgan County,https://www.bhmdiocese.org/parishfinder
St. Robert Bellarmine,"407 Hwy 17 South, Reform, Alabama, 35481",,Diocese of Birmingham,Pickens County,https://www.bhmdiocese.org/parishfinder
Immaculate Conception,"506 Country Rd. I, Wedowee, Alabama, 36278",,Diocese of Birmingham,Randolph County,https://www.bhmdiocese.org/parishfinder
Our Lady of the Valley,"5514 Double Oak Ln., Birmingham, Alabama, 35242",https://www.olvchurchbirmingham.com,Diocese of Birmingham,Shelby County,https://www.bhmdiocese.org/parishfinder
St. Mark the Evangelist,"7340 Cahaba Valley Rd., Birmingham, Alabama, 35242",https://stmarkrc.org/,Diocese of Birmingham,Shelby County,https://www.bhmdiocese.org/parishfinder
St. Thomas the Apostle,"80 St.Thomas Way, Montevallo, Alabama, 35115",https://stthomascatholic.com,Diocese of Birmingham,Shelby County,https://www.bhmdiocese.org/parishfinder
Our Lady of the Lake,"4609 Martin St., Cropwell, Alabama, 35054",https://ollpellcity.com,Diocese of Birmingham,St. Claire County,https://www.bhmdiocese.org/parishfinder
St. Francis of Assisi,"101 Meadow Brook Dr., Livingston, Alabama, 35470",,Diocese of Birmingham,Sumter County,https://www.bhmdiocese.org/parishfinder
Holy Name of Jesus,"415 5th Ave.Southwest, Childersburg, Alabama, 35044",,Diocese of Birmingham,Talladega County,https://www.bhmdiocese.org/parishfinder
St. Francis of Assisi,"722 East Street South, Talladega, Alabama, 35160",,Diocese of Birmingham,Talladega County,https://www.bhmdiocese.org/parishfinder
St.Jude,"310 West Bay Street, Sylacauga, Alabama, 35150",,Diocese of Birmingham,Talladega County,https://www.bhmdiocese.org/parishfinder
St. John the Apostle,"454 North Central Ave., Alexander City, Alabama, 35010",,Diocese of Birmingham,Tallapoosa County,https://www.bhmdiocese.org/parishfinder
Holy Spirit,"733 James I. Harrison Jr. Parkway East, Tuscaloosa, Alabama, 35405",http://hschurch.com,Diocese of Birmingham,Tuscaloosa County,https://www.bhmdiocese.org/parishfinder
St. Francis of Assisi University Parish,"811 5th Avenue, Tuscaloosa, Alabama, 35401",https://stfrancisuofa.com/,Diocese of Birmingham,Tuscaloosa County,https://www.bhmdiocese.org/parishfinder
St. John the Baptist,"800 Lurleen Wallace Boulevard, Tuscaloosa, Alabama, 35405",,Diocese of Birmingham,Tuscaloosa County,https://www.bhmdiocese.org/parishfinder
